date,location,category,title,source_url
05/21/2025,"Miami, FL","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",ICE agents wait in hallways of immigration court as Trump seeks to deliver on mass arrest pledge - AP(opens in a new tab),https://apnews.com/article/immigration-courts-arrests-trump-ice-deportations-fa96435d4ec021cc8ff636b23d80d848
05/21/2025,"Miami, FL","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",ICE agents wait in hallways of immigration court as Trump seeks to deliver on mass arrest pledge - AP(opens in a new tab),https://apnews.com/article/immigration-courts-arrests-trump-ice-deportations-fa96435d4ec021cc8ff636b23d80d848
05/21/2025,"Foley, AL","U.S. Citizen, Concerning Arrest/Detention",US citizen sues ICE after being arrested twice in Alabama despite showing ID - al.com(opens in a new tab),https://www.al.com/news/2025/10/us-citizen-arrested-twice-by-ice-agents-who-claimed-his-drivers-license-was-fake.html
05/20/2025,"Phoenix, AZ","Concerning Arrest/Detention, Enforcement Action at a Sensitive Location",Mayhem' as ICE officials arrest multiple people at immigration court in Phoenix - Arizona Mirror(opens in a new tab),https://azmirror.com/2025/05/21/mayhem-as-ice-officials-arrest-multiple-people-at-immigration-court-in-phoenix/
05/19/2025,"Grand Junction, CO",Concerning Arrest/Detention,ACLU leads lawsuit against 'indiscriminate' ICE arrests in Colorado - KUNC(opens in a new tab),https://www.kunc.org/news/2025-10-16/aclu-leads-lawsuit-against-indiscriminate-ice-arrests-in-colorado
05/13/2025,"Waltham, MA",Concerning Use of Force,Teen records ICE agents smashing van window in Waltham – NBC Boston(opens in a new tab),https://www.nbcboston.com/news/local/fear-and-anger-teen-records-ice-agents-smashing-van-window-in-waltham/3712764/
05/11/2025,"Chelsea, MA",Concerning Use of Force,Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/
05/09/2025,"Newark, NJ","Concerning Arrest/Detention, U.S. Citizen",New videos capture tense moments surrounding arrest of Newark mayor - New Jersey Monitor(opens in a new tab),https://newjerseymonitor.com/2025/10/03/new-videos-capture-tense-moments-before-and-after-arrest-of-newark-mayor/
05/09/2025,"Newark, NJ","U.S. Citizen, Concerning Arrest/Detention","Judge dismisses Baraka charges, reprimands prosecutors - New Jersey Globe(opens in a new tab)",https://newjerseyglobe.com/judiciary/judge-dismisses-baraka-charges-reprimands-prosecutors/
05/08/2025,"Worcester, MA",Concerning Use of Force,"Massachusetts police hold girl's face to the ground as ICE arrests her mother, video shows - NBC News(opens in a new tab)",https://www.nbcnews.com/news/us-news/massachusetts-police-hold-girls-face-ground-ice-arrests-mother-video-s-rcna205798
05/06/2025,"Austin, TX","U.S. Citizen, Enforcement Action at a Sensitive Location, Concerning Deportation","ICE deports Austin woman and her three kids. Two are U.S. citizens. | KUT Radio, Austin's NPR Station(opens in a new tab)",https://www.kut.org/crime-justice/2025-05-08/immigration-customs-and-enforcement-agents-undocumented-immigrants-austin-tx-deportation-family-u-s-citizens
05/05/2025,"Watertown, MA",Concerning Use of Force,Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/
05/04/2025,"Oxnard, CA",Concerning Arrest/Detention,Children Left Behind Inside Truck After ICE Detains Father at Gas Station - Newsweek(opens in a new tab),https://www.newsweek.com/children-left-behind-inside-truck-ice-detains-father-california-2070907
05/02/2025,"Palm Beach, FL","U.S. Citizen, Concerning Arrest/Detention",ICE raids Florida: Citizen lived immigrant nightmare of being arrested - USA Today(opens in a new tab),https://www.usatoday.com/story/news/nation/2025/07/26/ice-raids-florida-citizen-immigrant-nightmare-arrested/85328304007/
04/27/2025,"Colorado Springs, CO","Concerning Use of Force, Concerning Arrest/Detention",ACLU leads lawsuit against 'indiscriminate' ICE arrests in Colorado - KUNC(opens in a new tab),https://www.kunc.org/news/2025-10-16/aclu-leads-lawsuit-against-indiscriminate-ice-arrests-in-colorado
04/24/2025,"Oklahoma City, OK","Concerning Use of Force, U.S. Citizen",U.S.-citizen family 'traumatized' after ICE raided their Oklahoma home in search of someone else - MSNBC(opens in a new tab),https://www.nbcnews.com/news/latino/us-citizen-family-traumatized-ice-raid-rcna203700
04/24/2025,"New Orleans, LA","U.S. Citizen, Concerning Deportation",ICE Deports 3 U.S. Citizen Children Held Incommunicado Prior to the Deportation - ACLU(opens in a new tab),https://www.aclu.org/press-releases/ice-deports-3-u-s-citizen-children-held-incommunicado-prior-to-the-deportation
04/22/2025,"Alexandria, LA","Concerning Arrest/Detention, Concerning Deportation, U.S. Citizen",Two-year-old US citizen appears to have been deported 'with no meaningful process' | Reuters(opens in a new tab),https://www.reuters.com/world/us/two-year-old-us-citizen-appears-have-been-deported-with-no-meaningful-process-2025-04-26/
04/22/2025,"New Orleans, LA","U.S. Citizen, Concerning Deportation",ICE Deports 3 U.S. Citizen Children Held Incommunicado Prior to the Deportation - ACLU(opens in a new tab),https://www.aclu.org/press-releases/ice-deports-3-u-s-citizen-children-held-incommunicado-prior-to-the-deportation
04/16/2025,"Tallahassee, FL","U.S. Citizen, Concerning Arrest/Detention",US citizen held by ICE even after proving he was born in the country - AP News(opens in a new tab),https://apnews.com/article/us-citizen-held-ice-florida-law-4b5f5d9c754b56c87d1d8b39dfedfc6c
04/14/2025,"New Bedford, MA",Concerning Use of Force,New Bedford ICE incident: Woman speaks about smashed car window – NBC Boston(opens in a new tab),https://www.nbcboston.com/news/local/woman-speaks-after-video-shows-ice-agents-smashing-car-window-to-get-her-husband/3687559/
04/08/2025,", OH",Concerning Arrest/Detention,"This refugee's family faced persecution in Bhutan. Now, he could be deported there - NPR(opens in a new tab)",https://www.npr.org/2025/12/11/nx-s1-5640174/asian-refugee-deportation-ice-bhutan
04/08/2025,"Tucson, AZ","U.S. Citizen, Concerning Arrest/Detention",US citizen wrongfully arrested by border patrol in Arizona held for nearly 10 days - The Guardian(opens in a new tab),https://www.theguardian.com/us-news/2025/apr/20/us-citizen-jose-hermosillo-border-patrol
04/07/2025,"Los Angeles, CA",Enforcement Action at a Sensitive Location,Democrats demand answers after immigration agents visit L.A. schools - Los Angeles Times(opens in a new tab),https://www.latimes.com/california/story/2025-04-14/house-democracts-demand-briefing-immigration-agents-enter-la-elementary-schools
04/01/2025,"Dripping Springs, TX",Concerning Arrest/Detention,Prosecutors Drop Only Criminal Cases from Hays County Airbnb Raid - Texas Observer(opens in a new tab),https://www.texasobserver.org/prosecutors-drop-charges-hays-county-airbnb-raid/
03/31/2025,"Westminster, MD",Concerning Use of Force,Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/
03/28/2025,"Aurora, CO",Concerning Arrest/Detention,ACLU leads lawsuit against 'indiscriminate' ICE arrests in Colorado - KUNC(opens in a new tab),https://www.kunc.org/news/2025-10-16/aclu-leads-lawsuit-against-indiscriminate-ice-arrests-in-colorado
03/17/2025,"Denver, CO",Concerning Arrest/Detention,Vizguerra-Ramirez v. Choate(opens in a new tab),https://www.courtlistener.com/docket/69750515/vizguerra-ramirez-v-choate/
03/10/2025,"Spokane, WA",Concerning Use of Force,Immigration Officers Smash Car Windows to Speed Up Arrests - ProPublica(opens in a new tab),https://projects.propublica.org/trump-ice-smashed-windows-deportation-arrests/
03/05/2025,"Manassas, VA","U.S. Citizen, Concerning Arrest/Detention",Just following Hispanic people': Citizen detained by ICE questions vote for Trump - News4(opens in a new tab),https://www.nbcwashington.com/news/local/northern-virginia/just-following-hispanic-people-citizen-detained-by-ice-questions-vote-for-trump/3861172/
02/26/2025,"Brighton Park, IL",Enforcement Action at a Sensitive Location,"Immigration agents detain a Chicago man during school drop-off, officials say - WBEZ Chicago(opens in a new tab)",https://www.wbez.org/immigration/2025/02/26/immigration-agents-make-arrest-outside-a-chicago-school-during-drop-off-officials-say
02/10/2025,"Nogales, AZ",Concerning Arrest/Detention,ICE Detains Woman With Cancer Who Lawmakers Said Had Green Card for 2 Years - Newsweek(opens in a new tab),https://www.newsweek.com/ice-dhs-green-card-cancer-detained-immigration-2125118
02/07/2025,"Liberty, MO",Concerning Arrest/Detention,Federal judge rules ICE arrests at Liberty restaurant 'unlawful' - FOX4KC(opens in a new tab),https://fox4kc.com/news/federal-judge-rules-ice-arrests-at-liberty-restaurant-unlawful/
02/05/2025,"Aurora, CO","Concerning Use of Force, Concerning Arrest/Detention",ACLU leads lawsuit against 'indiscriminate' ICE arrests in Colorado - KUNC(opens in a new tab),https://www.kunc.org/news/2025-10-16/aclu-leads-lawsuit-against-indiscriminate-ice-arrests-in-colorado
02/05/2025,"Aurora, CO",Concerning Arrest/Detention,ACLU leads lawsuit against 'indiscriminate' ICE arrests in Colorado - KUNC(opens in a new tab),https://www.kunc.org/news/2025-10-16/aclu-leads-lawsuit-against-indiscriminate-ice-arrests-in-colorado
02/04/2025,"Rio Grande City, TX","U.S. Citizen, Concerning Deportation",U.S. citizen child recovering from brain cancer deported to Mexico with undocumented parents(opens in a new tab),https://www.nbcnews.com/news/latino/us-citizen-child-recovering-brain-cancer-deported-mexico-undocumented-rcna196049
01/31/2025,"Chicago, IL","U.S. Citizen, Concerning Arrest/Detention","Immigration agents arrested a U.S. citizen and created warrants after an arrest, lawyers say in court - WBEZ Chicago(opens in a new tab)",https://www.wbez.org/immigration/2025/03/13/chicago-attorneys-accuse-federal-agents-of-violating-immigrants-rights-and-take-legal-action
01/28/2025,"Washington, DC",Concerning Arrest/Detention,Lawsuit accuses ICE of illegally arresting Latino immigrants in D.C. - Washington Post(opens in a new tab),https://www.washingtonpost.com/immigration/2025/09/25/dc-ice-arrests-lawsuit-trump/
01/26/2025,"Tucker, GA",Enforcement Action at a Sensitive Location,Wife of man arrested by ICE says agents were waiting outside their church in Tucker - WSBTV(opens in a new tab),https://www.wsbtv.com/news/local/dekalb-county/churches-schools-no-longer-safe-spaces-ice-asylum-seekers/FII7WQ6Y7VD2TIVBGPHIIA6E6U/
01/26/2025,"Frisco, TX",Concerning Arrest/Detention,ICE Threatened To Deport Texas Man To War Torn Country - Newsweek(opens in a new tab),https://www.newsweek.com/ice-threat-deport-texas-man-ukraine-2069128
01/26/2025,"Lyons, IL",Concerning Arrest/Detention,"Lyons, Illinois father Abel Orozco among 22 accusing US immigration agents of illegal ICE arrests; encounter caught on camera - ABC7 Chicago(opens in a new tab)",https://abc7chicago.com/post/lyons-illinois-father-abel-orozco-among-22-accusing-immigration-agents-illegal-ice-arrests-encounter-caught-camera/16039701/
01/21/2025,", NY",Concerning Arrest/Detention,Gil Rojas v. Venegas(opens in a new tab),https://www.courtlistener.com/docket/69740798/gil-rojas-v-venegas/
